20200121,0.433321404,2718
20200122,0.4290446,38228
20200123,0.425051393,37662
20200124,0.426002761,32264
20200125,0.436022553,40993
20200126,0.424951055,48245
20200127,0.423573358,48139
20200128,0.41763073,24080
20200129,0.423083655,29507
20200130,0.421405406,25653
20200131,0.425893306,39665
20200201,0.423190826,35919
20200202,0.42169837,35919
20200203,0.427033373,36187
20200204,0.429804738,40036
20200205,0.430772702,39806
20200206,0.433415132,31943
20200207,0.429132975,25000
20200208,0.419457149,28202
20200209,0.430385298,31587
20200210,0.420920837,73967
20200211,0.420781338,33052
20200212,0.412603365,43632
20200213,0.418444062,59646
20200214,0.429227836,57217
20200215,0.444205156,26608
20200216,0.43082976,23339
20200217,0.420520382,29049
20200219,0.434457205,18584
20200220,0.432596992,29538
20200221,0.425705325,33413
20200222,0.432760451,31641
20200223,0.428418144,31478
20200224,0.423422715,26286
20200225,0.421627864,25856
20200226,0.419047775,23683
20200227,0.421153634,23970
20200228,0.421245537,24937
20200229,0.415338043,25512
20200301,0.420556512,25806
20200302,0.421002348,22793
20200303,0.427764368,25965
20200304,0.428777301,26911
20200305,0.426233511,28107
20200306,0.432010764,29772
20200307,0.421593949,30179
20200308,0.428089258,30389
20200309,0.425195932,26871
20200310,0.425694919,26214
20200311,0.432406197,16646
20200312,0.432085056,30587
20200313,0.44840491,4097
20200316,0.458257728,12650
20200317,0.46083418,17636
20200318,0.453985219,31814
20200319,0.454730897,31425
20200320,0.460160267,33082
20200321,0.453753691,32168
20200322,0.451234185,29794
20200323,0.456234868,31238
20200324,0.453692554,30173
20200325,0.458964024,32028
20200326,0.459063106,20834
20200327,0.455044953,31459
20200328,0.449313748,29541
20200329,0.450891071,29729
20200330,0.458323262,30780
20200331,0.457593205,31351
20200401,0.455171337,30765
20200402,0.45639244,31238
20200403,0.455359662,34116
20200404,0.448355031,29955
20200405,0.447231084,29390
20200406,0.458162228,31828
20200407,0.459536287,33051
20200408,0.457025554,32865
20200409,0.457491617,32518
20200410,0.447746542,28028
20200411,0.444211194,27638
20200412,0.448567282,27392
20200413,0.453559838,29363
20200414,0.455192361,28264
20200415,0.463011852,9884
20200417,0.461570751,9128
20200418,0.451632663,30028
20200419,0.445424859,27575
20200420,0.456454986,27440
20200421,0.451249433,17331
20200422,0.459059556,28165
20200423,0.46166252,28193
20200424,0.459679702,27678
20200425,0.447099818,26527
20200426,0.448246566,24333
20200427,0.461554556,26942
20200428,0.455141238,28667
20200429,0.455678822,28968
20200430,0.461002175,28555
20200501,0.446044389,9451
20200504,0.462846682,7576
20200505,0.460580449,27881
20200506,0.457431655,27517
20200507,0.461173639,27985
20200508,0.464003564,28752
20200509,0.445838399,25593
20200510,0.443294526,23035
20200511,0.457620185,26345
20200512,0.454475214,28329
20200513,0.459352003,29365
20200514,0.461148478,28223
20200515,0.461297917,26922
20200516,0.446784012,25021
20200517,0.447429552,23233
20200518,0.443182713,19698
20200519,0.455754542,27645
20200520,0.459209552,27788
20200521,0.460709257,29891
20200522,0.456104652,29330
20200523,0.442665552,22150
20200524,0.435318663,21922
20200525,0.459163508,24960
20200526,0.459623058,24297
20200527,0.46641958,23203
20200528,0.460222913,23506
20200529,0.459530497,23277
20200530,0.444002731,20200
20200531,0.435567911,17930
20200601,0.457215909,23089
20200602,0.447273497,21955
20200603,0.457021838,21883
20200604,0.456628859,21097
20200605,0.462324238,23623
20200606,0.444102509,20309
20200607,0.441835598,17689
20200608,0.460384498,23576
20200609,0.461412718,22969
20200610,0.463579515,20357
20200611,0.461893448,21114
20200612,0.466525445,29553
20200613,0.447762843,29113
20200614,0.444027535,27860
20200615,0.459442487,29977
20200616,0.456847613,30227
20200617,0.4538974,32856
20200618,0.457105164,32450
20200619,0.462086992,33967
20200620,0.445555143,27627
20200621,0.437241252,26374
20200622,0.457684284,30654
20200623,0.45736871,28683
20200624,0.455826233,30963
20200625,0.453704646,30016
20200626,0.450949929,29276
20200627,0.443262252,28676
20200628,0.43865629,25952
20200629,0.458596558,29640
20200630,0.455962582,26548
20200701,0.452227367,22657
20200702,0.449885361,27189
20200703,0.453942668,30638
20200704,0.44415002,27847
20200705,0.43617166,26775
20200706,0.445797516,29388
20200707,0.448712722,29833
20200708,0.446958581,29696
20200709,0.452684498,27857
20200710,0.45358135,26560
20200711,0.440172512,26132
20200712,0.4389272,24503
20200713,0.454199115,26915
20200714,0.451952937,28136
20200715,0.449858059,28530
20200716,0.448050138,29336
20200717,0.451271571,31466
20200718,0.441675207,29466
20200719,0.434973951,26291
20200720,0.451342558,30085
20200721,0.451926856,31978
20200722,0.452964043,34379
20200723,0.453714497,30725
20200724,0.457194976,30928
20200725,0.440611769,28310
20200726,0.435407304,25573
20200727,0.450505573,28288
20200728,0.452019891,27655
20200729,0.453167405,28166
20200730,0.448134574,26940
20200731,0.45534684,32395
20200801,0.442017104,29196
20200802,0.434116532,26165
20200803,0.434127544,23292
20200804,0.450031366,30399
20200805,0.451136446,32972
20200806,0.451957538,30366
20200807,0.452732137,20360
20200808,0.439777381,25679
20200809,0.439104966,29269
20200810,0.452289437,31754
20200811,0.450584537,30672
20200812,0.453565855,30330
20200813,0.447198985,32397
20200814,0.449487513,34879
20200815,0.444954498,33486
20200816,0.445502114,29306
20200817,0.456801054,34420
20200818,0.457056203,32444
20200819,0.461207237,32276
20200820,0.463651797,32775
20200821,0.460443845,32787
20200822,0.445656524,29585
20200823,0.436749964,26643